Plate Number,Detected At,OCR Count
R-183-JF,2025-06-17 03:22:54,1
R183-JF,2025-06-17 03:22:54,1
R183-JF,2025-06-17 03:22:55,1
R-183-JF,2025-06-17 03:22:55,1
R183-JF,2025-06-17 03:22:55,1
R-187IF,2025-06-17 03:22:55,1
Rib UIr,2025-06-17 03:22:55,1
Ri8t I,2025-06-17 03:22:56,1
R-187 IF,2025-06-17 03:22:56,1
R8UJE,2025-06-17 03:22:56,1
RI8UJE,2025-06-17 03:22:56,1
R-183 JF,2025-06-17 03:22:56,1
R-183 JF,2025-06-17 03:22:57,1
4,2025-06-17 03:22:57,1
9,2025-06-17 03:22:57,1
TK,2025-06-17 03:22:58,1
FE,2025-06-17 03:22:58,1
RH,2025-06-17 03:22:59,1
DiI,2025-06-17 03:22:59,1
DU,2025-06-17 03:22:59,1
DEE,2025-06-17 03:22:59,1
F694-JL,2025-06-17 03:23:00,1
Gilin,2025-06-17 03:23:00,1
Grin,2025-06-17 03:23:00,1
Gn,2025-06-17 03:23:00,1
MEA,2025-06-17 03:23:01,1
RBLH,2025-06-17 03:23:01,1
CL,2025-06-17 03:23:01,1
KAD,2025-06-17 03:23:01,1
43a4-JE,2025-06-17 03:23:02,1
RBAI,2025-06-17 03:23:02,1
48o4-JE,2025-06-17 03:23:02,1
484-u,2025-06-17 03:23:02,1
R8k,2025-06-17 03:23:03,1
DBAA,2025-06-17 03:23:03,1
8R4-JV,2025-06-17 03:23:03,1
RBrJ,2025-06-17 03:23:03,1
RBRM,2025-06-17 03:23:04,1
RBRM,2025-06-17 03:23:04,1
RBRM,2025-06-17 03:23:04,1
0-894JV,2025-06-17 03:23:04,1
N894M,2025-06-17 03:23:05,1
N-894-JV,2025-06-17 03:23:05,1
N-894-JV,2025-06-17 03:23:05,1
N-894-JV,2025-06-17 03:23:05,1
N-894-JV,2025-06-17 03:23:06,1
N-894-J,2025-06-17 03:23:06,1
N-894-J,2025-06-17 03:23:06,1
N-894-JV,2025-06-17 03:23:06,1
N-894-JV,2025-06-17 03:23:06,1
N-894-JV,2025-06-17 03:23:07,1
N-894-JV,2025-06-17 03:23:07,1
N894-JV,2025-06-17 03:23:07,1
N894J,2025-06-17 03:23:07,1
N-894-JV,2025-06-17 03:23:08,1
N894-JV,2025-06-17 03:23:08,1
N894-JV,2025-06-17 03:23:08,1
N-894-JV,2025-06-17 03:23:08,1
N-894 JVv,2025-06-17 03:23:08,1
N894-JV,2025-06-17 03:23:09,1
N-894-JV,2025-06-17 03:23:09,1
N-894-JV,2025-06-17 03:23:09,1
Loe,2025-06-17 03:23:09,1
Lo56,2025-06-17 03:23:10,1
Lo56Xh,2025-06-17 03:23:10,1
L6s63A,2025-06-17 03:23:10,1
Losexh,2025-06-17 03:23:10,1
L656-Xh,2025-06-17 03:23:11,1
L6s6-XH,2025-06-17 03:23:11,1
L656-XH,2025-06-17 03:23:11,1
L656 XH,2025-06-17 03:23:12,1
L656-XH,2025-06-17 03:23:12,1
L656 XH,2025-06-17 03:23:12,1
L-o56-XH,2025-06-17 03:23:12,1
L-656-XH,2025-06-17 03:23:13,1
L656.XH,2025-06-17 03:23:13,1
Los6-XH,2025-06-17 03:23:13,1
L656.XH,2025-06-17 03:23:13,1
L-656-XH,2025-06-17 03:23:13,1
L-656.XH,2025-06-17 03:23:14,1
L-656 .XH,2025-06-17 03:23:14,1
L656.XH,2025-06-17 03:23:14,1
L656.XH,2025-06-17 03:23:14,1
L-656-XH,2025-06-17 03:23:15,1
L656 XH,2025-06-17 03:23:15,1
L656-XH,2025-06-17 03:23:15,1
L-656 XH,2025-06-17 03:23:15,1
L656.XH,2025-06-17 03:23:16,1
L656-XH,2025-06-17 03:23:16,1
L656-XH,2025-06-17 03:23:16,1
L6s6 XH,2025-06-17 03:23:16,1
L-656-XH,2025-06-17 03:23:16,1
L6s6.XH,2025-06-17 03:23:17,1
L6s6-XH,2025-06-17 03:23:17,1
L656-XH,2025-06-17 03:23:17,1
L656-XH,2025-06-17 03:23:17,1
L6s6-XH,2025-06-17 03:23:18,1
L6s6-XH,2025-06-17 03:23:18,1
L-656-XH,2025-06-17 03:23:18,1
L-656-XH,2025-06-17 03:23:18,1
L656-XH,2025-06-17 03:23:19,1
L.656-XH,2025-06-17 03:23:19,1
L656-XH,2025-06-17 03:23:19,1
L656-XH,2025-06-17 03:23:19,1
L.656-XH,2025-06-17 03:23:20,1
L656-XH,2025-06-17 03:23:20,1
L656 XH,2025-06-17 03:23:20,1
L656-XH,2025-06-17 03:23:20,1
L656-XH,2025-06-17 03:23:20,1
L-656-XH,2025-06-17 03:23:21,1
L6s6-XH,2025-06-17 03:23:21,1
L656-XH,2025-06-17 03:23:21,1
L656-XH,2025-06-17 03:23:21,1
L656.XH,2025-06-17 03:23:22,1
L656.XH,2025-06-17 03:23:22,1
L656.XH,2025-06-17 03:23:22,1
L656.XH,2025-06-17 03:23:22,1
L656 XH,2025-06-17 03:23:22,1
L6s6-XA,2025-06-17 03:23:23,1
L656 XH,2025-06-17 03:23:23,1
7656XH,2025-06-17 03:23:23,1
L656-XH,2025-06-17 03:23:23,1
L656XH,2025-06-17 03:23:24,1
L656-XH,2025-06-17 03:23:24,1
L656-XH,2025-06-17 03:23:24,1
L656 XH,2025-06-17 03:23:24,1
L6s6 XH,2025-06-17 03:23:25,1
L;656 XH,2025-06-17 03:23:25,1
L;656 XH,2025-06-17 03:23:25,1
L656 XH,2025-06-17 03:23:25,1
L656 XH,2025-06-17 03:23:25,1
L656 XH,2025-06-17 03:23:26,1
L656 XH,2025-06-17 03:23:26,1
L656 XH,2025-06-17 03:23:26,1
L656*XH,2025-06-17 03:23:26,1
L;656 XH,2025-06-17 03:23:26,1
C6S6XH,2025-06-17 03:23:27,1
L656 XH,2025-06-17 03:23:27,1
[656XH,2025-06-17 03:23:27,1
L656 XR,2025-06-17 03:23:27,1
L656KH,2025-06-17 03:23:27,1
L656 XH,2025-06-17 03:23:28,1
L656 KH,2025-06-17 03:23:28,1
L656 XH,2025-06-17 03:23:28,1
L656 XH,2025-06-17 03:23:28,1
L658 XH,2025-06-17 03:23:28,1
L656 KH,2025-06-17 03:23:28,1
L656 XH,2025-06-17 03:23:29,1
C656 XH,2025-06-17 03:23:29,1
L656 XH,2025-06-17 03:23:29,1
C656 XH,2025-06-17 03:23:29,1
L656 XH,2025-06-17 03:23:29,1
L656 XH,2025-06-17 03:23:29,1
L656 KH,2025-06-17 03:23:30,1
Lo56 KA,2025-06-17 03:23:30,1
L656 XHT,2025-06-17 03:23:30,1
L656 XH,2025-06-17 03:23:30,1
L656 XH,2025-06-17 03:23:30,1
L656 Xh,2025-06-17 03:23:31,1
L656 XH,2025-06-17 03:23:31,1
Loso XH,2025-06-17 03:23:31,1
Co56 XH,2025-06-17 03:23:31,1
CCL,2025-06-17 03:23:32,1
Keh,2025-06-17 03:23:32,1
Men,2025-06-17 03:23:32,1
KEn,2025-06-17 03:23:32,1
Dou,2025-06-17 03:23:33,1
ROtk,2025-06-17 03:23:33,1
FeaL,2025-06-17 03:23:33,1
KorL,2025-06-17 03:23:33,1
Fon,2025-06-17 03:23:34,1
Rah,2025-06-17 03:23:34,1
Ro4,2025-06-17 03:23:34,1
P4u,2025-06-17 03:23:35,1
Pk,2025-06-17 03:23:35,1
Kk,2025-06-17 03:23:35,1
Rb,2025-06-17 03:23:36,1
KAL,2025-06-17 03:23:36,1
R4k,2025-06-17 03:23:36,1
Rk,2025-06-17 03:23:37,1
Dan,2025-06-17 03:23:37,1
0ea0,2025-06-17 03:23:37,1
Db4,2025-06-17 03:23:38,1
06407,2025-06-17 03:23:38,1
R647,2025-06-17 03:23:38,1
064LX,2025-06-17 03:23:39,1
0644LX,2025-06-17 03:23:39,1
D64LX,2025-06-17 03:23:39,1
@64LX,2025-06-17 03:23:40,1
R64LX,2025-06-17 03:23:40,1
064LX,2025-06-17 03:23:40,1
0644LX,2025-06-17 03:23:41,1
R6ALX,2025-06-17 03:23:41,1
R6aLA,2025-06-17 03:23:41,1
H4iLX,2025-06-17 03:23:42,1
4644LX,2025-06-17 03:23:42,1
A644LX,2025-06-17 03:23:43,1
4.644LX,2025-06-17 03:23:43,1
4644LX,2025-06-17 03:23:43,1
A644LX,2025-06-17 03:23:43,1
0644LX,2025-06-17 03:23:44,1
0644LX,2025-06-17 03:23:44,1
4644-LX,2025-06-17 03:23:44,1
H-644LX,2025-06-17 03:23:45,1
H64 LX,2025-06-17 03:23:45,1
H644LX,2025-06-17 03:23:45,1
H644-LX,2025-06-17 03:23:46,1
H-644-LX,2025-06-17 03:23:46,1
H-644-LX,2025-06-17 03:23:46,1
H-644-LX,2025-06-17 03:23:46,1
H-644-LX,2025-06-17 03:23:47,1
0-644-LX,2025-06-17 03:23:47,1
H-644-LX,2025-06-17 03:23:47,1
A-644-LX,2025-06-17 03:23:47,1
A-644-LX,2025-06-17 03:23:48,1
A-644LX,2025-06-17 03:23:48,1
H-644-LX,2025-06-17 03:23:49,1
A-644LX,2025-06-17 03:23:49,1
R-644LX,2025-06-17 03:23:49,1
H-644-LX,2025-06-17 03:23:50,1
H-644-LX,2025-06-17 03:23:50,1
H-644-LX,2025-06-17 03:23:50,1
H-644LX,2025-06-17 03:23:51,1
H644-LX,2025-06-17 03:23:51,1
A644-LX,2025-06-17 03:23:51,1
H-644-LX,2025-06-17 03:23:52,1
644LX,2025-06-17 03:23:52,1
H.644LX,2025-06-17 03:23:52,1
H 644LX,2025-06-17 03:23:53,1
H644LX,2025-06-17 03:23:53,1
H644-LX,2025-06-17 03:23:53,1
H-644LX,2025-06-17 03:23:54,1
V,2025-06-17 03:23:54,1
EEd,2025-06-17 03:23:55,1
7t,2025-06-17 03:23:55,1
K884R,2025-06-17 03:23:56,1
K8BtRS,2025-06-17 03:23:56,1
K-884-RS,2025-06-17 03:23:56,1
K-884-RS,2025-06-17 03:23:56,1
RBBARS,2025-06-17 03:23:57,1
K8B4RS,2025-06-17 03:23:57,1
RBBARS,2025-06-17 03:23:57,1
K884RS,2025-06-17 03:23:58,1
K884RS,2025-06-17 03:23:58,1
RBB4RS,2025-06-17 03:23:58,1
K884RS,2025-06-17 03:23:58,1
K884 RS,2025-06-17 03:23:59,1
K884 RS,2025-06-17 03:23:59,1
K884 RS,2025-06-17 03:23:59,1
K884 RS,2025-06-17 03:23:59,1
K884 RS,2025-06-17 03:23:59,1
K-884-RS,2025-06-17 03:24:00,1
K-884-RS,2025-06-17 03:24:00,1
K-884 RS,2025-06-17 03:24:00,1
K884 RS,2025-06-17 03:24:01,1
K884 RS,2025-06-17 03:24:01,1
K884-RS,2025-06-17 03:24:01,1
K884 RS,2025-06-17 03:24:02,1
K884 RS,2025-06-17 03:24:02,1
K:884 RS,2025-06-17 03:24:02,1
K.884-RS,2025-06-17 03:24:02,1
K884 RS,2025-06-17 03:24:03,1
K884 RS,2025-06-17 03:24:03,1
K884 RS,2025-06-17 03:24:03,1
K884 RST,2025-06-17 03:24:03,1
K884 RS,2025-06-17 03:24:04,1
K884 RS,2025-06-17 03:24:04,1
K-884 RS,2025-06-17 03:24:04,1
K884 RS,2025-06-17 03:24:04,1
BtO,2025-06-17 03:24:04,1
66-F4 07,2025-06-17 03:24:05,1
66FRO7,2025-06-17 03:24:05,1
66-F4 07,2025-06-17 03:24:05,1
66-FA 07,2025-06-17 03:24:05,1
66-HH-07,2025-06-17 03:24:06,1
66-HH-07,2025-06-17 03:24:06,1
66-HH-Q7,2025-06-17 03:24:06,1
66-HH-Q7,2025-06-17 03:24:06,1
66-HH-07,2025-06-17 03:24:06,1
66-HH-07,2025-06-17 03:24:07,1
66-H4-07,2025-06-17 03:24:07,1
66-HA-Q7,2025-06-17 03:24:07,1
66-HH-07,2025-06-17 03:24:07,1
66-HH-07,2025-06-17 03:24:08,1
66-HH-07,2025-06-17 03:24:08,1
66-HH-07,2025-06-17 03:24:08,1
66-HH-07,2025-06-17 03:24:08,1
66-HH-07,2025-06-17 03:24:09,1
66-HH-07,2025-06-17 03:24:09,1
66-HH-07,2025-06-17 03:24:09,1
66-HH-07,2025-06-17 03:24:09,1
66-HH-07,2025-06-17 03:24:10,1
66-HH-07,2025-06-17 03:24:10,1
66-HH-07,2025-06-17 03:24:10,1
66-HH-0Z,2025-06-17 03:24:10,1
66-HH-07,2025-06-17 03:24:11,1
66-HH-07,2025-06-17 03:24:11,1
66-HH-07,2025-06-17 03:24:11,1
66-HH-07,2025-06-17 03:24:11,2
66-HH-07,2025-06-17 03:24:12,1
66-HH-0Z,2025-06-17 03:24:12,1
66-HH-07,2025-06-17 03:24:12,1
66-HH-07,2025-06-17 03:24:12,1
66-HH-07,2025-06-17 03:24:13,1
66-HH-07,2025-06-17 03:24:13,1
66-HH-0Z,2025-06-17 03:24:13,1
66-HH 0Z,2025-06-17 03:24:13,1
66-HH-07,2025-06-17 03:24:13,1
66-HH-07,2025-06-17 03:24:14,1
66-HH-07,2025-06-17 03:24:14,1
66-HH-07,2025-06-17 03:24:14,1
66-HH-07,2025-06-17 03:24:14,1
66-HH-0Z,2025-06-17 03:24:15,1
66-HA-07,2025-06-17 03:24:15,1
66-HH-07,2025-06-17 03:24:15,1
66-HH 0Z,2025-06-17 03:24:15,1
66-HH-07,2025-06-17 03:24:15,1
66-HA-07,2025-06-17 03:24:16,1
66-HH-07,2025-06-17 03:24:16,1
66-HH-07,2025-06-17 03:24:16,1
66-HH-07,2025-06-17 03:24:16,1
66-HH-07,2025-06-17 03:24:17,1
66-HH-07,2025-06-17 03:24:17,1
66-HH-07,2025-06-17 03:24:17,1
66-HH-07,2025-06-17 03:24:17,1
66-HH-07,2025-06-17 03:24:18,1
66-HH-07,2025-06-17 03:24:18,1
66-HH-07,2025-06-17 03:24:18,1
66-HH-07,2025-06-17 03:24:19,1
66-HH-07,2025-06-17 03:24:19,1
66-HH-07,2025-06-17 03:24:19,1
66-HH-07,2025-06-17 03:24:19,1
66-HH-07,2025-06-17 03:24:20,1
66-HH-07,2025-06-17 03:24:20,1
66-HH-07,2025-06-17 03:24:20,1
66-HH-07,2025-06-17 03:24:20,1
66-HH-07,2025-06-17 03:24:20,1
66-HH-07,2025-06-17 03:24:21,1
66-HH-07,2025-06-17 03:24:21,1
66-HH-07,2025-06-17 03:24:21,1
66-HH-07,2025-06-17 03:24:21,1
66-HH-07,2025-06-17 03:24:22,1
66-HH-07,2025-06-17 03:24:22,1
66-HH-07,2025-06-17 03:24:22,1
66-HH-07,2025-06-17 03:24:22,1
66-HH-07,2025-06-17 03:24:22,1
66-HA-07,2025-06-17 03:24:23,1
MH,2025-06-17 03:24:23,1
06 HH U,2025-06-17 03:24:23,1
66 HH 0Z,2025-06-17 03:24:23,1
66 HH 0Z,2025-06-17 03:24:23,1
66 HH 0Z,2025-06-17 03:24:24,1
66 HH 07,2025-06-17 03:24:24,2
66-HH 07,2025-06-17 03:24:24,1
66 HH 07,2025-06-17 03:24:24,1
66 HH 07,2025-06-17 03:24:25,1
66-HH 07,2025-06-17 03:24:25,1
66 HH 07,2025-06-17 03:24:25,1
66 HH 0Z,2025-06-17 03:24:25,1
66-HH 0Z,2025-06-17 03:24:25,1
66 HH 07,2025-06-17 03:24:26,1
66 HH 0Z,2025-06-17 03:24:26,1
66-HH 0Z,2025-06-17 03:24:26,1
L6o5 HZ,2025-06-17 03:24:26,1
L605 HZ,2025-06-17 03:24:27,1
L6o5-HZ,2025-06-17 03:24:27,1
L6o5-HZ ,2025-06-17 03:24:27,1
L6o5.HZ,2025-06-17 03:24:27,1
L6os-HZ,2025-06-17 03:24:27,1
L605-HZ,2025-06-17 03:24:28,1
L6os-HZ,2025-06-17 03:24:28,1
0605-HZ,2025-06-17 03:24:28,1
L6OUZ,2025-06-17 03:24:28,1
DCEuZ,2025-06-17 03:24:29,1
@Ch,2025-06-17 03:24:29,1
LCkZ,2025-06-17 03:24:29,1
Gbul,2025-06-17 03:24:30,1
7,2025-06-17 03:24:38,1
6,2025-06-17 03:24:38,1
B7,2025-06-17 03:24:38,1
h,2025-06-17 03:24:38,1
F4,2025-06-17 03:24:39,1
Le05HZ,2025-06-17 03:24:39,1
LeOBHZ,2025-06-17 03:24:39,1
Les FZ,2025-06-17 03:24:40,1
L605FZ,2025-06-17 03:24:40,1
L60sTZ,2025-06-17 03:24:40,1
L6osHZ,2025-06-17 03:24:40,1
L6osHZ,2025-06-17 03:24:41,1
L6osHZ,2025-06-17 03:24:41,1
L6os-HZ,2025-06-17 03:24:41,1
L6osHZ,2025-06-17 03:24:42,1
L6osHZ,2025-06-17 03:24:42,1
L6os HZ,2025-06-17 03:24:42,1
:605-HZ,2025-06-17 03:24:42,1
L6os-HZ,2025-06-17 03:24:42,1
;605-HZ,2025-06-17 03:24:43,1
:605-HZ,2025-06-17 03:24:43,1
;605-HZ,2025-06-17 03:24:43,1
5605-HZ,2025-06-17 03:24:43,1
;605-HZ,2025-06-17 03:24:44,1
:605-HZ,2025-06-17 03:24:44,1
:605-HZ,2025-06-17 03:24:44,1
L6o5 HZ,2025-06-17 03:24:44,1
L6o5 HZ,2025-06-17 03:24:45,1
L6os HZ,2025-06-17 03:24:45,1
L6o5- HZ,2025-06-17 03:24:45,1
{605 HZ,2025-06-17 03:24:45,1
L6o5 HZ,2025-06-17 03:24:46,1
L6os HZ,2025-06-17 03:24:46,1
L6os HZ,2025-06-17 03:24:46,1
Li605 HZ,2025-06-17 03:24:46,1
L6o5 HZ,2025-06-17 03:24:46,1
L6o5 HZ,2025-06-17 03:24:47,1
L6os HZ,2025-06-17 03:24:47,1
L6o5 HZ,2025-06-17 03:24:47,1
605-HZ,2025-06-17 03:24:47,1
"L""",2025-06-17 03:24:48,1
L605 HZ,2025-06-17 03:24:48,1
L6o5-HZ,2025-06-17 03:24:48,1
L6o5 HZ,2025-06-17 03:24:48,1
L6o5 HZ,2025-06-17 03:24:48,1
L605-HZ,2025-06-17 03:24:49,1
L6o5-HZ,2025-06-17 03:24:49,1
L605-HZ,2025-06-17 03:24:49,1
L605-HZ,2025-06-17 03:24:50,1
L605-HZ,2025-06-17 03:24:50,1
L6o5 HZ,2025-06-17 03:24:50,1
L6o5-HZ,2025-06-17 03:24:50,1
L6o5-HZ,2025-06-17 03:24:51,1
L6o5-HZ,2025-06-17 03:24:51,1
L6o5-HZ,2025-06-17 03:24:51,1
L6o5-HZ,2025-06-17 03:24:52,1
L6os-HZ,2025-06-17 03:24:52,1
L6os-HZ,2025-06-17 03:24:52,1
L6o5-HZ,2025-06-17 03:24:52,1
L6o5-HZ,2025-06-17 03:24:53,1
L6o5-HZ,2025-06-17 03:24:53,1
L605-HZ,2025-06-17 03:24:53,1
L6o5-HZ,2025-06-17 03:24:53,1
L6o5 HZ,2025-06-17 03:24:54,1
L605-HZ,2025-06-17 03:24:54,1
L6o5 HZ,2025-06-17 03:24:54,1
L605-HZ,2025-06-17 03:24:54,1
L6o5 HZ,2025-06-17 03:24:55,1
L6o5-HZ,2025-06-17 03:24:55,1
L;6o5-HZ,2025-06-17 03:24:55,1
L;6o5HZ,2025-06-17 03:24:55,1
L;605 HZ,2025-06-17 03:24:55,1
L6o5-HZ,2025-06-17 03:24:56,1
L6o5 HZ,2025-06-17 03:24:56,1
L6os HZ,2025-06-17 03:24:56,1
L6o5 HZ,2025-06-17 03:24:56,1
L6o5 HZ,2025-06-17 03:24:57,1
L6os HZ,2025-06-17 03:24:57,1
L6o5 HZ,2025-06-17 03:24:57,1
L605-HZ,2025-06-17 03:24:57,1
L605-HZ,2025-06-17 03:24:58,1
L605-HZ,2025-06-17 03:24:58,1
L605HZ,2025-06-17 03:24:58,1
L6o5 HZ,2025-06-17 03:24:58,1
L6os HZ,2025-06-17 03:24:59,1
L6o5 HZ,2025-06-17 03:24:59,1
Leo5 HZ,2025-06-17 03:24:59,1
L6os5.HZ,2025-06-17 03:24:59,1
Leos HZ,2025-06-17 03:25:00,1
L6o5 HZ,2025-06-17 03:25:00,1
L6o5HZ,2025-06-17 03:25:00,1
{605.HZ,2025-06-17 03:25:00,1
L6o5-HZ,2025-06-17 03:25:01,1
REo,2025-06-17 03:25:01,1
RE,2025-06-17 03:25:01,1
REd,2025-06-17 03:25:02,1
Rbd,2025-06-17 03:25:02,1
Rlca,2025-06-17 03:25:02,1
Ri,2025-06-17 03:25:03,1
Ril,2025-06-17 03:25:03,1
5,2025-06-17 03:25:03,1
0,2025-06-17 03:25:04,1
U2,2025-06-17 03:25:04,1
72,2025-06-17 03:25:05,1
