Plate Number,Detected At,OCR Count
8R4-JV,2025-06-17 03:23:03,2
RBrJ,2025-06-17 03:23:03,2
RBRM,2025-06-17 03:23:04,2
RBRM,2025-06-17 03:23:04,2
RBRM,2025-06-17 03:23:04,2
0-894JV,2025-06-17 03:23:04,2
N894M,2025-06-17 03:23:05,2
N-894-JV,2025-06-17 03:23:05,2
N-894-JV,2025-06-17 03:23:05,2
N-894-JV,2025-06-17 03:23:05,2
N-894-JV,2025-06-17 03:23:06,2
N-894-J,2025-06-17 03:23:06,2
N-894-J,2025-06-17 03:23:06,2
N-894-JV,2025-06-17 03:23:06,2
N-894-JV,2025-06-17 03:23:06,2
N-894-JV,2025-06-17 03:23:07,2
N-894-JV,2025-06-17 03:23:07,2
N894-JV,2025-06-17 03:23:07,2
N894J,2025-06-17 03:23:07,2
N-894-JV,2025-06-17 03:23:08,2
N894-JV,2025-06-17 03:23:08,2
N894-JV,2025-06-17 03:23:08,2
N-894-JV,2025-06-17 03:23:08,2
N-894 JVv,2025-06-17 03:23:08,2
N894-JV,2025-06-17 03:23:09,2
N-894-JV,2025-06-17 03:23:09,2
N-894-JV,2025-06-17 03:23:09,2
Loe,2025-06-17 03:23:09,2
Lo56,2025-06-17 03:23:10,2
Lo56Xh,2025-06-17 03:23:10,2
L6s63A,2025-06-17 03:23:10,2
Losexh,2025-06-17 03:23:10,2
L656-Xh,2025-06-17 03:23:11,2
L6s6-XH,2025-06-17 03:23:11,2
L656-XH,2025-06-17 03:23:11,2
L656 XH,2025-06-17 03:23:12,2
L656-XH,2025-06-17 03:23:12,2
L656 XH,2025-06-17 03:23:12,2
L-o56-XH,2025-06-17 03:23:12,2
L-656-XH,2025-06-17 03:23:13,2
L656.XH,2025-06-17 03:23:13,2
Los6-XH,2025-06-17 03:23:13,2
L656.XH,2025-06-17 03:23:13,2
L-656-XH,2025-06-17 03:23:13,2
L-656.XH,2025-06-17 03:23:14,2
L-656 .XH,2025-06-17 03:23:14,2
L656.XH,2025-06-17 03:23:14,2
L656.XH,2025-06-17 03:23:14,2
L-656-XH,2025-06-17 03:23:15,2
L656 XH,2025-06-17 03:23:15,2
L656-XH,2025-06-17 03:23:15,2
L-656 XH,2025-06-17 03:23:15,2
L656.XH,2025-06-17 03:23:16,2
L656-XH,2025-06-17 03:23:16,2
L656-XH,2025-06-17 03:23:16,2
L6s6 XH,2025-06-17 03:23:16,2
L-656-XH,2025-06-17 03:23:16,2
L6s6.XH,2025-06-17 03:23:17,2
L6s6-XH,2025-06-17 03:23:17,2
L656-XH,2025-06-17 03:23:17,2
L656-XH,2025-06-17 03:23:17,2
L6s6-XH,2025-06-17 03:23:18,2
L6s6-XH,2025-06-17 03:23:18,2
L-656-XH,2025-06-17 03:23:18,2
L-656-XH,2025-06-17 03:23:18,2
L656-XH,2025-06-17 03:23:19,2
L.656-XH,2025-06-17 03:23:19,2
L656-XH,2025-06-17 03:23:19,2
L656-XH,2025-06-17 03:23:19,2
L.656-XH,2025-06-17 03:23:20,2
L656-XH,2025-06-17 03:23:20,2
L656 XH,2025-06-17 03:23:20,2
L656-XH,2025-06-17 03:23:20,2
L656-XH,2025-06-17 03:23:20,2
L-656-XH,2025-06-17 03:23:21,2
L6s6-XH,2025-06-17 03:23:21,2
L656-XH,2025-06-17 03:23:21,2
L656-XH,2025-06-17 03:23:21,2
L656.XH,2025-06-17 03:23:22,2
L656.XH,2025-06-17 03:23:22,2
L656.XH,2025-06-17 03:23:22,2
L656.XH,2025-06-17 03:23:22,2
L656 XH,2025-06-17 03:23:22,2
L6s6-XA,2025-06-17 03:23:23,2
L656 XH,2025-06-17 03:23:23,2
7656XH,2025-06-17 03:23:23,2
L656-XH,2025-06-17 03:23:23,2
L656XH,2025-06-17 03:23:24,2
L656-XH,2025-06-17 03:23:24,2
L656-XH,2025-06-17 03:23:24,2
L656 XH,2025-06-17 03:23:24,2
L6s6 XH,2025-06-17 03:23:25,2
L;656 XH,2025-06-17 03:23:25,2
L;656 XH,2025-06-17 03:23:25,2
L656 XH,2025-06-17 03:23:25,2
L656 XH,2025-06-17 03:23:25,2
L656 XH,2025-06-17 03:23:26,2
L656 XH,2025-06-17 03:23:26,2
L656 XH,2025-06-17 03:23:26,2
L656*XH,2025-06-17 03:23:26,2
L;656 XH,2025-06-17 03:23:26,2
C6S6XH,2025-06-17 03:23:27,2
L656 XH,2025-06-17 03:23:27,2
[656XH,2025-06-17 03:23:27,2
L656 XR,2025-06-17 03:23:27,2
L656KH,2025-06-17 03:23:27,2
L656 XH,2025-06-17 03:23:28,2
L656 KH,2025-06-17 03:23:28,2
L656 XH,2025-06-17 03:23:28,2
L656 XH,2025-06-17 03:23:28,2
L658 XH,2025-06-17 03:23:28,2
L656 KH,2025-06-17 03:23:28,2
L656 XH,2025-06-17 03:23:29,2
C656 XH,2025-06-17 03:23:29,2
L656 XH,2025-06-17 03:23:29,2
C656 XH,2025-06-17 03:23:29,2
L656 XH,2025-06-17 03:23:29,2
L656 XH,2025-06-17 03:23:29,2
L656 KH,2025-06-17 03:23:30,2
Lo56 KA,2025-06-17 03:23:30,2
L656 XHT,2025-06-17 03:23:30,2
L656 XH,2025-06-17 03:23:30,2
L656 XH,2025-06-17 03:23:30,2
L656 Xh,2025-06-17 03:23:31,2
L656 XH,2025-06-17 03:23:31,2
Loso XH,2025-06-17 03:23:31,2
Co56 XH,2025-06-17 03:23:31,2
CCL,2025-06-17 03:23:32,2
Keh,2025-06-17 03:23:32,2
Men,2025-06-17 03:23:32,2
KEn,2025-06-17 03:23:32,2
Dou,2025-06-17 03:23:33,2
ROtk,2025-06-17 03:23:33,2
FeaL,2025-06-17 03:23:33,2
KorL,2025-06-17 03:23:33,2
Fon,2025-06-17 03:23:34,2
Rah,2025-06-17 03:23:34,2
Ro4,2025-06-17 03:23:34,2
P4u,2025-06-17 03:23:35,2
Pk,2025-06-17 03:23:35,2
Kk,2025-06-17 03:23:35,2
Rb,2025-06-17 03:23:36,2
KAL,2025-06-17 03:23:36,2
R4k,2025-06-17 03:23:36,2
Rk,2025-06-17 03:23:37,2
Dan,2025-06-17 03:23:37,2
0ea0,2025-06-17 03:23:37,2
Db4,2025-06-17 03:23:38,2
06407,2025-06-17 03:23:38,2
R647,2025-06-17 03:23:38,2
064LX,2025-06-17 03:23:39,2
0644LX,2025-06-17 03:23:39,2
D64LX,2025-06-17 03:23:39,2
@64LX,2025-06-17 03:23:40,2
R64LX,2025-06-17 03:23:40,2
064LX,2025-06-17 03:23:40,2
0644LX,2025-06-17 03:23:41,2
R6ALX,2025-06-17 03:23:41,2
R6aLA,2025-06-17 03:23:41,2
H4iLX,2025-06-17 03:23:42,2
4644LX,2025-06-17 03:23:42,2
A644LX,2025-06-17 03:23:43,2
4.644LX,2025-06-17 03:23:43,2
4644LX,2025-06-17 03:23:43,2
A644LX,2025-06-17 03:23:43,2
0644LX,2025-06-17 03:23:44,2
0644LX,2025-06-17 03:23:44,2
4644-LX,2025-06-17 03:23:44,2
H-644LX,2025-06-17 03:23:45,2
H64 LX,2025-06-17 03:23:45,2
H644LX,2025-06-17 03:23:45,2
H644-LX,2025-06-17 03:23:46,2
H-644-LX,2025-06-17 03:23:46,2
H-644-LX,2025-06-17 03:23:46,2
H-644-LX,2025-06-17 03:23:46,2
H-644-LX,2025-06-17 03:23:47,2
0-644-LX,2025-06-17 03:23:47,2
H-644-LX,2025-06-17 03:23:47,2
A-644-LX,2025-06-17 03:23:47,2
A-644-LX,2025-06-17 03:23:48,2
A-644LX,2025-06-17 03:23:48,2
H-644-LX,2025-06-17 03:23:49,2
A-644LX,2025-06-17 03:23:49,2
R-644LX,2025-06-17 03:23:49,2
H-644-LX,2025-06-17 03:23:50,2
H-644-LX,2025-06-17 03:23:50,2
H-644-LX,2025-06-17 03:23:50,2
H-644LX,2025-06-17 03:23:51,2
H644-LX,2025-06-17 03:23:51,2
A644-LX,2025-06-17 03:23:51,2
H-644-LX,2025-06-17 03:23:52,2
644LX,2025-06-17 03:23:52,2
H.644LX,2025-06-17 03:23:52,2
H 644LX,2025-06-17 03:23:53,2
H644LX,2025-06-17 03:23:53,2
H644-LX,2025-06-17 03:23:53,2
H-644LX,2025-06-17 03:23:54,2
V,2025-06-17 03:23:54,2
EEd,2025-06-17 03:23:55,2
7t,2025-06-17 03:23:55,2
K884R,2025-06-17 03:23:56,2
K8BtRS,2025-06-17 03:23:56,2
K-884-RS,2025-06-17 03:23:56,2
K-884-RS,2025-06-17 03:23:56,2
RBBARS,2025-06-17 03:23:57,2
K8B4RS,2025-06-17 03:23:57,2
RBBARS,2025-06-17 03:23:57,2
K884RS,2025-06-17 03:23:58,2
K884RS,2025-06-17 03:23:58,2
RBB4RS,2025-06-17 03:23:58,2
K884RS,2025-06-17 03:23:58,2
K884 RS,2025-06-17 03:23:59,2
K884 RS,2025-06-17 03:23:59,2
K884 RS,2025-06-17 03:23:59,2
K884 RS,2025-06-17 03:23:59,2
K884 RS,2025-06-17 03:23:59,2
K-884-RS,2025-06-17 03:24:00,2
K-884-RS,2025-06-17 03:24:00,2
K-884 RS,2025-06-17 03:24:00,2
K884 RS,2025-06-17 03:24:01,2
K884 RS,2025-06-17 03:24:01,2
K884-RS,2025-06-17 03:24:01,2
K884 RS,2025-06-17 03:24:02,2
K884 RS,2025-06-17 03:24:02,2
K:884 RS,2025-06-17 03:24:02,2
K.884-RS,2025-06-17 03:24:02,2
K884 RS,2025-06-17 03:24:03,2
K884 RS,2025-06-17 03:24:03,2
K884 RS,2025-06-17 03:24:03,2
K884 RST,2025-06-17 03:24:03,2
K884 RS,2025-06-17 03:24:04,2
K884 RS,2025-06-17 03:24:04,2
K-884 RS,2025-06-17 03:24:04,2
K884 RS,2025-06-17 03:24:04,2
BtO,2025-06-17 03:24:04,2
66-F4 07,2025-06-17 03:24:05,2
66FRO7,2025-06-17 03:24:05,2
66-F4 07,2025-06-17 03:24:05,2
66-FA 07,2025-06-17 03:24:05,2
66-HH-07,2025-06-17 03:24:06,2
66-HH-07,2025-06-17 03:24:06,2
66-HH-Q7,2025-06-17 03:24:06,2
66-HH-Q7,2025-06-17 03:24:06,2
66-HH-07,2025-06-17 03:24:06,2
66-HH-07,2025-06-17 03:24:07,2
66-H4-07,2025-06-17 03:24:07,2
66-HA-Q7,2025-06-17 03:24:07,2
66-HH-07,2025-06-17 03:24:07,2
66-HH-07,2025-06-17 03:24:08,2
66-HH-07,2025-06-17 03:24:08,2
66-HH-07,2025-06-17 03:24:08,2
66-HH-07,2025-06-17 03:24:08,2
66-HH-07,2025-06-17 03:24:09,2
66-HH-07,2025-06-17 03:24:09,2
66-HH-07,2025-06-17 03:24:09,2
66-HH-07,2025-06-17 03:24:09,2
66-HH-07,2025-06-17 03:24:10,2
66-HH-07,2025-06-17 03:24:10,2
66-HH-07,2025-06-17 03:24:10,2
66-HH-0Z,2025-06-17 03:24:10,2
66-HH-07,2025-06-17 03:24:11,2
66-HH-07,2025-06-17 03:24:11,2
66-HH-07,2025-06-17 03:24:11,2
66-HH-07,2025-06-17 03:24:11,4
66-HH-07,2025-06-17 03:24:12,2
66-HH-0Z,2025-06-17 03:24:12,2
66-HH-07,2025-06-17 03:24:12,2
66-HH-07,2025-06-17 03:24:12,2
66-HH-07,2025-06-17 03:24:13,2
66-HH-07,2025-06-17 03:24:13,2
66-HH-0Z,2025-06-17 03:24:13,2
66-HH 0Z,2025-06-17 03:24:13,2
66-HH-07,2025-06-17 03:24:13,2
66-HH-07,2025-06-17 03:24:14,2
66-HH-07,2025-06-17 03:24:14,2
66-HH-07,2025-06-17 03:24:14,2
66-HH-07,2025-06-17 03:24:14,2
66-HH-0Z,2025-06-17 03:24:15,2
66-HA-07,2025-06-17 03:24:15,2
66-HH-07,2025-06-17 03:24:15,2
66-HH 0Z,2025-06-17 03:24:15,2
66-HH-07,2025-06-17 03:24:15,2
66-HA-07,2025-06-17 03:24:16,2
66-HH-07,2025-06-17 03:24:16,2
66-HH-07,2025-06-17 03:24:16,2
66-HH-07,2025-06-17 03:24:16,2
66-HH-07,2025-06-17 03:24:17,2
66-HH-07,2025-06-17 03:24:17,2
66-HH-07,2025-06-17 03:24:17,2
66-HH-07,2025-06-17 03:24:17,2
66-HH-07,2025-06-17 03:24:18,2
66-HH-07,2025-06-17 03:24:18,2
66-HH-07,2025-06-17 03:24:18,2
66-HH-07,2025-06-17 03:24:19,2
66-HH-07,2025-06-17 03:24:19,2
66-HH-07,2025-06-17 03:24:19,2
66-HH-07,2025-06-17 03:24:19,2
66-HH-07,2025-06-17 03:24:20,2
66-HH-07,2025-06-17 03:24:20,2
66-HH-07,2025-06-17 03:24:20,2
66-HH-07,2025-06-17 03:24:20,2
66-HH-07,2025-06-17 03:24:20,2
66-HH-07,2025-06-17 03:24:21,2
66-HH-07,2025-06-17 03:24:21,2
66-HH-07,2025-06-17 03:24:21,2
66-HH-07,2025-06-17 03:24:21,2
66-HH-07,2025-06-17 03:24:22,2
66-HH-07,2025-06-17 03:24:22,2
66-HH-07,2025-06-17 03:24:22,2
66-HH-07,2025-06-17 03:24:22,2
66-HH-07,2025-06-17 03:24:22,2
66-HA-07,2025-06-17 03:24:23,2
MH,2025-06-17 03:24:23,2
06 HH U,2025-06-17 03:24:23,2
66 HH 0Z,2025-06-17 03:24:23,2
66 HH 0Z,2025-06-17 03:24:23,2
66 HH 0Z,2025-06-17 03:24:24,2
66 HH 07,2025-06-17 03:24:24,4
66-HH 07,2025-06-17 03:24:24,2
66 HH 07,2025-06-17 03:24:24,2
66 HH 07,2025-06-17 03:24:25,2
66-HH 07,2025-06-17 03:24:25,2
66 HH 07,2025-06-17 03:24:25,2
66 HH 0Z,2025-06-17 03:24:25,2
66-HH 0Z,2025-06-17 03:24:25,2
66 HH 07,2025-06-17 03:24:26,2
66 HH 0Z,2025-06-17 03:24:26,2
66-HH 0Z,2025-06-17 03:24:26,2
L6o5 HZ,2025-06-17 03:24:26,2
L605 HZ,2025-06-17 03:24:27,2
L6o5-HZ,2025-06-17 03:24:27,2
L6o5-HZ ,2025-06-17 03:24:27,2
L6o5.HZ,2025-06-17 03:24:27,2
L6os-HZ,2025-06-17 03:24:27,2
L605-HZ,2025-06-17 03:24:28,2
L6os-HZ,2025-06-17 03:24:28,2
0605-HZ,2025-06-17 03:24:28,2
L6OUZ,2025-06-17 03:24:28,2
DCEuZ,2025-06-17 03:24:29,2
@Ch,2025-06-17 03:24:29,2
LCkZ,2025-06-17 03:24:29,2
Gbul,2025-06-17 03:24:30,2
7,2025-06-17 03:24:38,2
6,2025-06-17 03:24:38,2
B7,2025-06-17 03:24:38,2
h,2025-06-17 03:24:38,2
F4,2025-06-17 03:24:39,2
Le05HZ,2025-06-17 03:24:39,2
LeOBHZ,2025-06-17 03:24:39,2
Les FZ,2025-06-17 03:24:40,2
L605FZ,2025-06-17 03:24:40,2
L60sTZ,2025-06-17 03:24:40,2
L6osHZ,2025-06-17 03:24:40,2
L6osHZ,2025-06-17 03:24:41,2
L6osHZ,2025-06-17 03:24:41,2
L6os-HZ,2025-06-17 03:24:41,2
L6osHZ,2025-06-17 03:24:42,2
L6osHZ,2025-06-17 03:24:42,2
L6os HZ,2025-06-17 03:24:42,2
:605-HZ,2025-06-17 03:24:42,2
L6os-HZ,2025-06-17 03:24:42,2
;605-HZ,2025-06-17 03:24:43,2
:605-HZ,2025-06-17 03:24:43,2
;605-HZ,2025-06-17 03:24:43,2
5605-HZ,2025-06-17 03:24:43,2
;605-HZ,2025-06-17 03:24:44,2
:605-HZ,2025-06-17 03:24:44,2
:605-HZ,2025-06-17 03:24:44,2
L6o5 HZ,2025-06-17 03:24:44,2
L6o5 HZ,2025-06-17 03:24:45,2
L6os HZ,2025-06-17 03:24:45,2
L6o5- HZ,2025-06-17 03:24:45,2
{605 HZ,2025-06-17 03:24:45,2
L6o5 HZ,2025-06-17 03:24:46,2
L6os HZ,2025-06-17 03:24:46,2
L6os HZ,2025-06-17 03:24:46,2
Li605 HZ,2025-06-17 03:24:46,2
L6o5 HZ,2025-06-17 03:24:46,2
L6o5 HZ,2025-06-17 03:24:47,2
L6os HZ,2025-06-17 03:24:47,2
L6o5 HZ,2025-06-17 03:24:47,2
605-HZ,2025-06-17 03:24:47,2
"L""",2025-06-17 03:24:48,2
L605 HZ,2025-06-17 03:24:48,2
L6o5-HZ,2025-06-17 03:24:48,2
L6o5 HZ,2025-06-17 03:24:48,2
L6o5 HZ,2025-06-17 03:24:48,2
L605-HZ,2025-06-17 03:24:49,2
L6o5-HZ,2025-06-17 03:24:49,2
L605-HZ,2025-06-17 03:24:49,2
L605-HZ,2025-06-17 03:24:50,2
L605-HZ,2025-06-17 03:24:50,2
L6o5 HZ,2025-06-17 03:24:50,2
L6o5-HZ,2025-06-17 03:24:50,2
L6o5-HZ,2025-06-17 03:24:51,2
L6o5-HZ,2025-06-17 03:24:51,2
L6o5-HZ,2025-06-17 03:24:51,2
L6o5-HZ,2025-06-17 03:24:52,2
L6os-HZ,2025-06-17 03:24:52,2
L6os-HZ,2025-06-17 03:24:52,2
L6o5-HZ,2025-06-17 03:24:52,2
L6o5-HZ,2025-06-17 03:24:53,2
L6o5-HZ,2025-06-17 03:24:53,2
L605-HZ,2025-06-17 03:24:53,2
L6o5-HZ,2025-06-17 03:24:53,2
L6o5 HZ,2025-06-17 03:24:54,2
L605-HZ,2025-06-17 03:24:54,2
L6o5 HZ,2025-06-17 03:24:54,2
L605-HZ,2025-06-17 03:24:54,2
L6o5 HZ,2025-06-17 03:24:55,2
L6o5-HZ,2025-06-17 03:24:55,2
L;6o5-HZ,2025-06-17 03:24:55,2
L;6o5HZ,2025-06-17 03:24:55,2
L;605 HZ,2025-06-17 03:24:55,2
L6o5-HZ,2025-06-17 03:24:56,2
L6o5 HZ,2025-06-17 03:24:56,2
L6os HZ,2025-06-17 03:24:56,2
L6o5 HZ,2025-06-17 03:24:56,2
L6o5 HZ,2025-06-17 03:24:57,2
L6os HZ,2025-06-17 03:24:57,2
L6o5 HZ,2025-06-17 03:24:57,2
L605-HZ,2025-06-17 03:24:57,2
L605-HZ,2025-06-17 03:24:58,2
L605-HZ,2025-06-17 03:24:58,2
L605HZ,2025-06-17 03:24:58,2
L6o5 HZ,2025-06-17 03:24:58,2
L6os HZ,2025-06-17 03:24:59,2
L6o5 HZ,2025-06-17 03:24:59,2
Leo5 HZ,2025-06-17 03:24:59,2
L6os5.HZ,2025-06-17 03:24:59,2
Leos HZ,2025-06-17 03:25:00,2
L6o5 HZ,2025-06-17 03:25:00,2
L6o5HZ,2025-06-17 03:25:00,2
{605.HZ,2025-06-17 03:25:00,2
L6o5-HZ,2025-06-17 03:25:01,2
REo,2025-06-17 03:25:01,2
RE,2025-06-17 03:25:01,2
REd,2025-06-17 03:25:02,2
Rbd,2025-06-17 03:25:02,2
Rlca,2025-06-17 03:25:02,2
Ri,2025-06-17 03:25:03,2
Ril,2025-06-17 03:25:03,2
5,2025-06-17 03:25:03,2
0,2025-06-17 03:25:04,2
U2,2025-06-17 03:25:04,2
72,2025-06-17 03:25:05,2
